ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
135921,2.2,108832,My bosses  communicate about our vision of the future,4.9
135922,4,115022,My bosses  communicate about generating revenue,3.7
135923,4.3,109394,My bosses  listen to me on generating revenue,4.8
135924,2.1,105336,My bosses do not communicate about our vision of the future,3.9
135925,1.7,121279,My peers  support generating revenue,3.7
135926,4.8,121032,My peers do not communicate about generating revenue,3.6
135927,1.9,112040,My peers  provide guidance about our vision of the future,3.7
135928,4.3,105073,My peers  listen to me on our strategy,4.7
135929,3.5,119679,My bosses do not communicate about our strategy,3.6
135930,2.2,110073,My peers do not communicate about generating revenue,4.7
135931,1.9,120749,My bosses  provide guidance about generating revenue,3.8
135932,3.1,124812,My bosses  support providing better service,3.9
135933,1.3,105059,My peers  listen to me on our strategy,4.6
135934,4.9,124317,My bosses  support our vision of the future,4.6
135935,3.9,110884,My peers  support providing better service,4.6
135936,1.7,114114,My peers do not support our strategy,4.6
135937,3.9,109397,My peers  communicate about generating revenue,4.7
135938,1.4,111978,My bosses  listen to me on our vision of the future,3.8
135939,2.7,108145,My bosses  support generating revenue,4.6
135940,1,112819,My bosses do not provide guidance about our vision of the future,3.7
135941,2.1,115229,My peers  listen to me on providing better service,4.9
135942,3.4,106641,My bosses do not provide guidance about our strategy,4.9
135943,1.6,108833,My bosses  support our vision of the future,3.6
135944,1.3,123228,My bosses do not communicate about our strategy,3.8
135945,4.6,117550,My bosses  listen to me on providing better service,3.9
135946,1.2,123086,My peers do not support our vision of the future,3.6
135947,3.1,105419,My bosses  support our strategy,3.9
135948,3.5,114800,My bosses do not support providing better service,3.6
135949,1.9,119212,My bosses do not provide guidance about our vision of the future,4.9
135950,3.6,123766,My peers do not support providing better service,3.8
135951,1.9,108317,My bosses  communicate about our vision of the future,3.7
135952,1.8,113188,My bosses  provide guidance about our strategy,3.9
135953,2.9,123349,My peers  provide guidance about our vision of the future,3.9
135954,4.6,113772,My peers do not provide guidance about our vision of the future,4.8
135955,4.7,109641,My peers do not listen to me on generating revenue,4.6
135956,4,114268,My bosses do not provide guidance about generating revenue,3.7
135957,3.4,117404,My bosses  support generating revenue,4.8
135958,2.9,106602,My peers  communicate about our vision of the future,3.6
135959,1,105743,My bosses do not listen to me on providing better service,4.9
135960,4.4,106990,My peers do not listen to me on our vision of the future,4.6
135961,1.5,106810,My peers do not support our strategy,3.7
135962,3,119116,My bosses  listen to me on providing better service,4.8
135963,2.9,115338,My bosses  communicate about our strategy,4.6
135964,2,106608,My peers  listen to me on generating revenue,4.7
135965,1.8,112816,My peers do not communicate about generating revenue,4.7
135966,3.1,119635,My peers  listen to me on generating revenue,3.6
135967,4,111282,My bosses  listen to me on our strategy,3.8
135968,1.9,119443,My bosses  support our vision of the future,4.7
135969,2.2,115877,My bosses do not support generating revenue,4.7
135970,2.3,107936,My peers  communicate about our vision of the future,4.9
135971,1.5,121142,My peers  support providing better service,4.9
135972,4.6,114909,My bosses  support providing better service,4.8
135973,4.6,107817,My peers  provide guidance about generating revenue,4.6
135974,4.3,115606,My bosses  communicate about providing better service,4.7
135975,3.8,107472,My bosses do not communicate about generating revenue,3.6
135976,2.6,110487,My peers  provide guidance about generating revenue,3.7
135977,2,120374,My peers do not provide guidance about generating revenue,4.7
135978,2.6,124399,My bosses do not provide guidance about our vision of the future,3.6
135979,4.6,105935,My bosses do not support generating revenue,4.7
135980,3.4,119620,My peers do not support generating revenue,4.9
135981,4.8,123095,My bosses do not provide guidance about our strategy,4.9
135982,3.5,114794,My peers  support our strategy,3.6
135983,1.4,117013,My bosses do not communicate about providing better service,4.7
135984,3.2,108278,My peers do not provide guidance about providing better service,3.6
135985,3.5,119461,My bosses do not support our vision of the future,4.8
135986,1.1,122512,My peers do not communicate about generating revenue,4.8
135987,3.6,119993,My bosses do not listen to me on our strategy,3.8
135988,3.7,118910,My bosses  listen to me on generating revenue,4.7
135989,3.8,112773,My bosses  listen to me on generating revenue,4.7
135990,1.3,111862,My peers  listen to me on our vision of the future,3.8
135991,4.8,110817,My peers do not support providing better service,3.8
135992,1.2,121393,My peers do not listen to me on generating revenue,3.6
135993,1.2,108006,My peers do not listen to me on our strategy,4.7
135994,1.9,124524,My peers  listen to me on our strategy,4.7
135995,3.7,114224,My bosses  support our vision of the future,3.6
135996,4.4,107993,My bosses  listen to me on our strategy,4.6
135997,3.9,121183,My bosses  listen to me on our strategy,3.6
135998,3.5,120393,My bosses  provide guidance about providing better service,4.7
135999,3.4,115132,My peers  communicate about generating revenue,4.7
136000,4.7,123007,My peers  listen to me on our vision of the future,3.6
136001,1.2,112772,My bosses  communicate about generating revenue,3.7
136002,3.7,112376,My bosses do not provide guidance about our strategy,3.6
136003,4.1,123002,My peers do not support providing better service,3.7
136004,2.3,117750,My bosses do not listen to me on generating revenue,4.6
136005,4.2,114028,My bosses do not communicate about our vision of the future,3.9
136006,2.5,105602,My bosses  listen to me on our strategy,4.8
136007,1.5,108868,My peers  communicate about generating revenue,4.8
136008,2.6,106715,My peers  listen to me on our vision of the future,4.7
136009,2.1,116136,My peers do not communicate about generating revenue,4.9
136010,1.6,114359,My peers do not provide guidance about our strategy,3.8
136011,3.1,111464,My bosses do not provide guidance about our vision of the future,3.6
136012,1.4,108258,My peers  communicate about generating revenue,3.6
136013,1.4,115760,My bosses  provide guidance about providing better service,3.8
136014,4.3,115885,My peers do not provide guidance about generating revenue,4.9
136015,3.9,117918,My bosses do not provide guidance about providing better service,3.9
136016,1.9,107041,My bosses do not listen to me on our vision of the future,3.6
136017,4.1,121182,My peers  listen to me on generating revenue,3.9
136018,2.2,114563,My peers do not provide guidance about generating revenue,3.9
136019,1.8,123597,My bosses  communicate about generating revenue,4.9
136020,4.1,107287,My bosses  provide guidance about our vision of the future,4.8
136021,2.2,118218,My peers  provide guidance about generating revenue,3.6
136022,2.1,109621,My peers do not communicate about our vision of the future,3.7
136023,1.5,119438,My bosses  support providing better service,3.6
136024,1.8,115601,My bosses do not support our vision of the future,3.6
136025,2.2,115356,My bosses do not provide guidance about providing better service,3.7
136026,4.5,105096,My bosses  listen to me on our vision of the future,4.9
136027,2.1,109033,My peers  support our strategy,4.6
136028,2.7,116227,My peers do not provide guidance about our vision of the future,3.6
136029,1.8,123721,My peers do not provide guidance about providing better service,4.7
136030,4,109855,My peers  listen to me on generating revenue,4.6
136031,1.5,117599,My peers do not provide guidance about providing better service,3.8
136032,4.7,116280,My bosses  communicate about generating revenue,4.7
136033,4.3,114132,My peers  communicate about our vision of the future,3.8
136034,2.4,110218,My peers  support our strategy,3.8
136035,1,111845,My peers do not listen to me on our vision of the future,3.9
136036,2.7,120800,My bosses do not listen to me on generating revenue,4.8
136037,3.2,105046,My peers  communicate about generating revenue,4.8
136038,1.1,117144,My peers  listen to me on our vision of the future,4.8
136039,3.5,119797,My peers do not communicate about providing better service,3.8
136040,2.7,111210,My bosses do not listen to me on our vision of the future,3.8
136041,4.5,114320,My bosses  listen to me on providing better service,4.9
136042,1.6,115419,My bosses  listen to me on generating revenue,4.7
136043,3.8,116790,My bosses do not provide guidance about generating revenue,4.7
136044,4.8,108107,My bosses do not listen to me on our strategy,4.9
136045,2.9,113990,My bosses do not support providing better service,3.7
136046,4.7,123705,My peers  support generating revenue,3.7
136047,1,108993,My peers do not provide guidance about our vision of the future,3.6
136048,4.9,119017,My peers  support our strategy,3.8
136049,3.8,123628,My peers do not support generating revenue,4.7
136050,4.6,119064,My peers  support providing better service,3.7
136051,4.7,114710,My bosses do not communicate about our strategy,4.8
136052,3.2,113052,My peers do not provide guidance about our strategy,3.6
136053,4.2,117914,My peers  provide guidance about our vision of the future,3.9
136054,2.8,123181,My bosses do not provide guidance about our vision of the future,4.6
136055,1.4,105321,My peers do not provide guidance about our vision of the future,3.9
136056,2,112637,My bosses do not provide guidance about our strategy,3.7
136057,4.4,124917,My bosses do not communicate about providing better service,3.7
